junc.id	all_n40	max
chr1:-:1799152-1810297	0	0
chr1:-:180303784-180314691	0	0
chr1:-:180397600-180413365	0	0
chr1:-:180401780-180413365	0	0
chr1:-:180430262-180452324	0	0
chr1:-:180452393-180492268	0	0
chr1:-:1813735-1813784	0	0
chr1:-:1817875-1821124	0	0
chr1:-:182383413-182383511	0.025	0.025
chr1:-:182383559-182383585	0.025	0.025
chr1:-:182384228-182384297	0	0
chr1:-:182384723-182384848	0	0
chr1:-:182385382-182385405	0.025	0.025
chr1:-:182385544-182385759	0.025	0.025
chr1:-:182385844-182388692	0.025	0.025
chr1:-:182385887-182387163	0	0
chr1:-:182386389-182387158	0	0
chr1:-:182386400-182387130	0.075	0.075
chr1:-:182387290-182388571	0.15	0.15
chr1:-:182388671-182391678	0.05	0.05
chr1:-:183630591-183633081	0	0
chr1:-:1854839-1854965	0	0
chr1:-:1855131-1871432	0	0
chr1:-:186318603-186320311	0	0
chr1:-:186320433-186322317	0	0
chr1:-:186323829-186325832	0.025	0.025
chr1:-:186323864-186325763	0	0
chr1:-:186323870-186325766	0	0
chr1:-:186323870-186325796	0	0
chr1:-:186326217-186327459	0	0
chr1:-:186331596-186332194	0	0
chr1:-:186332327-186333121	0	0
chr1:-:186334533-186335337	0	0
chr1:-:186352110-186355409	0.05	0.05
chr1:-:186355552-186355634	0	0
chr1:-:186355719-186356285	0	0
chr1:-:186355761-186356285	0	0
chr1:-:186355785-186356285	0	0
chr1:-:186356739-186357396	0	0
chr1:-:186357132-186357270	0.025	0.025
chr1:-:186360384-186360764	0	0
chr1:-:186367961-186370969	0	0
chr1:-:1868257-1868741	0	0
chr1:-:1871002-1871026	0	0
chr1:-:1872624-1872724	0.025	0.025
chr1:-:1881474-1882877	0	0
chr1:-:1887699-1890496	0	0
chr1:-:19076899-19077975	0	0
chr1:-:19078066-19079360	0	0
chr1:-:19094139-19095544	0	0
chr1:-:19101635-19104083	0	0
chr1:-:19112863-19113698	0	0
chr1:-:19139214-19140787	0.025	0.025
chr1:-:19141774-19143979	0.15	0.15
chr1:-:19145930-19146825	0.525	0.525
chr1:-:19146914-19146945	0	0
chr1:-:19151683-19152456	0	0
chr1:-:19152456-19155060	0	0
chr1:-:19153954-19154917	0.025	0.025
chr1:-:19156357-19156766	0	0
chr1:-:19160250-19160916	0	0
chr1:-:19163823-19164252	0	0
chr1:-:19164436-19164798	0	0
chr1:-:19170881-19172863	0	0
chr1:-:19172994-19173028	0	0
chr1:-:19173051-19173180	0	0
chr1:-:19174447-19174956	0	0
chr1:-:19176721-19177460	0	0
chr1:-:19193557-19198624	0	0
chr1:-:19198884-19199650	0	0
chr1:-:19345243-19356634	0	0
chr1:-:19350909-19351274	0	0
chr1:-:19353213-19353286	0	0
chr1:-:19356751-19357427	0	0
chr1:-:19357552-19385613	0.025	0.025
chr1:-:19357563-19378551	0	0
chr1:-:19374455-19378539	0.175	0.175
chr1:-:19419750-19430477	0.025	0.025
chr1:-:19419750-19430737	0.025	0.025
chr1:-:19419750-19452132	0	0
chr1:-:19473603-19474288	0	0
chr1:-:201153959-201154448	0	0
chr1:-:201483665-201484289	0.025	0.025
chr1:-:201484289-201484333	0	0
chr1:-:202134040-202134315	0.025	0.025
chr1:-:202138444-202144449	0	0
chr1:-:202945095-202948303	0.025	0.025
chr1:-:202945195-202946438	0	0
chr1:-:202946553-202948303	0	0
chr1:-:202951164-202957908	0	0
chr1:-:202963161-202963641	0	0
chr1:-:202963727-202964445	0	0
chr1:-:203340679-203340719	0	0
chr1:-:203348056-203351032	0	0
chr1:-:203348277-203349523	0.025	0.025
chr1:-:203348277-203349545	0	0
chr1:-:203349668-203351032	0.025	0.025
chr1:-:204406313-204408288	0	0
chr1:-:204408324-204409491	0.025	0.025
chr1:-:204410057-204410078	0	0
chr1:-:205714697-205714986	0	0
chr1:-:205716036-205716784	0.025	0.025
chr1:-:205716559-205716644	0.025	0.025
chr1:-:205716715-205716746	0	0
chr1:-:205718081-205718268	0.025	0.025
chr1:-:205718081-205718313	0	0
chr1:-:205718423-205720597	0.025	0.025
chr1:-:205719673-205720500	1	1
chr1:-:205720646-205723925	0.025	0.025
chr1:-:205720651-205723925	0.05	0.05
chr1:-:205722487-205722623	0	0
chr1:-:205723970-205727699	0.025	0.025
chr1:-:205727799-205729571	0.025	0.025
chr1:-:205727824-205729571	0	0
chr1:-:205729615-205749956	0.025	0.025
chr1:-:205729621-205740969	0	0
chr1:-:205739837-205740253	0	0
chr1:-:20652073-20652493	0.025	0.025
chr1:-:20652118-20652620	0	0
chr1:-:20652963-20654222	0	0
chr1:-:20654323-20654613	0	0
chr1:-:20656178-20660880	0.025	0.025
chr1:-:20744646-20744735	0.025	0.025
chr1:-:20745651-20747543	0.225	0.225
chr1:-:20765526-20767583	0.05	0.05
chr1:-:20773610-20774585	0	0
chr1:-:20773610-20775723	0.05	0.05
chr1:-:20774243-20774724	0.025	0.025
chr1:-:20776711-20779811	0	0
chr1:-:20776796-20779811	0	0
chr1:-:20779904-20780349	0.05	0.05
chr1:-:20779908-20780344	0.1	0.1
chr1:-:20779908-20780349	0	0
chr1:-:20779908-20787194	0	0
chr1:-:20779911-20786648	0	0
chr1:-:21218566-21218609	0.025	0.025
chr1:-:21220131-21220534	0	0
chr1:-:21256105-21257524	0	0
chr1:-:21272911-21290069	0	0
chr1:-:21282920-21283569	0	0
chr1:-:21290156-21316878	0	0
chr1:-:21290156-21329205	0	0
chr1:-:21331588-21345375	0	0
chr1:-:21822554-21823260	0	0
chr1:-:21822617-21823260	0.025	0.025
chr1:-:21822638-21822680	0	0
chr1:-:21823440-21823615	0	0
chr1:-:21824182-21824364	0.025	0.025
chr1:-:21824373-21824536	0.15	0.15
chr1:-:21824779-21825669	0	0
chr1:-:21827919-21828254	0	0
chr1:-:21831556-21831651	0	0
chr1:-:21832506-21835570	0	0
chr1:-:21833322-21833466	0.025	0.025
chr1:-:21833382-21833466	0	0
chr1:-:21836947-21838824	0.075	0.075
chr1:-:21836967-21838824	0.025	0.025
chr1:-:21836970-21838824	0	0
chr1:-:21838849-21839395	0.025	0.025
chr1:-:21838981-21839370	0	0
chr1:-:21841285-21841607	0	0
chr1:-:21842142-21842249	0	0
chr1:-:21842331-21843389	0.075	0.075
chr1:-:21842331-21846206	0.075	0.075
chr1:-:21842380-21844147	0.025	0.025
chr1:-:21842814-21844192	0.525	0.525
chr1:-:21842814-21846492	0.2	0.2
chr1:-:21843408-21844147	0	0
chr1:-:21843408-21846225	0.25	0.25
chr1:-:21843408-21852802	0.025	0.025
chr1:-:21843418-21847472	0	0
chr1:-:21844170-21851568	0.025	0.025
chr1:-:21844192-21846492	0.3	0.3
chr1:-:21844192-21852963	0.275	0.275
chr1:-:21844204-21846504	0	0
chr1:-:21844293-21846107	0.1	0.1
chr1:-:21846492-21850085	0.025	0.025
chr1:-:21846492-21851590	0	0
chr1:-:21847492-21847725	0	0
chr1:-:21847492-21850040	0	0
chr1:-:21847749-21848699	0	0
chr1:-:21848011-21848699	0.025	0.025
chr1:-:21848063-21848642	0	0
chr1:-:21848063-21849001	0.025	0.025
chr1:-:21848982-21850449	0.025	0.025
chr1:-:21849001-21852802	0.025	0.025
chr1:-:21850085-21851590	0.475	0.475
chr1:-:21850085-21852132	0	0
chr1:-:21850498-21852087	0.05	0.05
chr1:-:21851309-21851545	0	0
chr1:-:21851545-21852087	0	0
chr1:-:21851590-21852132	0.175	0.175
chr1:-:21851602-21852144	0	0
chr1:-:21851602-21852975	0.1	0.1
chr1:-:21851842-21854261	0.025	0.025
chr1:-:21851896-21852087	0.075	0.075
chr1:-:21851926-21852918	0.05	0.05
chr1:-:21852132-21852963	0.475	0.475
chr1:-:21852802-21854313	0	0
chr1:-:21852963-21854610	0	0
chr1:-:21853125-21854192	0	0
chr1:-:21854313-21854610	0	0
chr1:-:21854759-21854847	0.075	0.075
chr1:-:21854886-21855379	0.075	0.075
chr1:-:21854973-21855303	0	0
chr1:-:21859668-21859976	0	0
chr1:-:21860189-21864842	0	0
chr1:-:21860235-21861763	0	0
chr1:-:21864131-21864842	0	0
chr1:-:21868968-21872185	0	0
chr1:-:21870386-21870833	0	0
chr1:-:21874449-21874615	0.025	0.025
chr1:-:21874524-21874890	0	0
chr1:-:21875743-21875862	0	0
chr1:-:21875991-21876511	0	0
chr1:-:21876283-21876511	0	0
chr1:-:21880559-21880670	0	0
chr1:-:21880835-21881386	0.025	0.025
chr1:-:21884637-21884766	0	0
chr1:-:21884677-21884766	0.975	0.975
chr1:-:21885097-21885143	0.025	0.025
chr1:-:21887334-21887422	0	0
chr1:-:21887510-21887613	0.025	0.025
chr1:-:21887535-21887937	0	0
chr1:-:21887627-21887937	0.025	0.025
chr1:-:21887665-21887937	0	0
chr1:-:21887672-21887937	0	0
chr1:-:21888713-21889980	0	0
chr1:-:21896310-21909871	0	0
chr1:-:21932804-21932958	0	0
chr1:-:219980210-219980755	0	0
chr1:-:219984257-219987196	0	0
chr1:-:220001246-220005247	0.05	0.05
chr1:-:220020186-220025131	0	0
chr1:-:220024456-220030385	0.025	0.025
chr1:-:220040266-220046342	0	0
chr1:-:220040269-220041206	0	0
chr1:-:220041322-220046342	0	0
chr1:-:222687033-222687594	0.075	0.075
chr1:-:222687068-222687594	0	0
chr1:-:224392899-224393827	0	0
chr1:-:224393354-224393827	0	0
chr1:-:224399034-224400951	0.025	0.025
chr1:-:224401065-224402003	0.025	0.025
chr1:-:224401069-224404435	0	0
chr1:-:224407118-224411426	0	0
chr1:-:224411537-224413252	0	0
chr1:-:224411562-224418259	0.475	0.475
chr1:-:224418372-224419517	0	0
chr1:-:224419615-224424521	0	0
chr1:-:224419615-224431476	0	0
chr1:-:224422044-224424517	0	0
chr1:-:225497805-225498346	0	0
chr1:-:225498394-225500991	0	0
chr1:-:225501045-225504990	0.05	0.05
chr1:-:225501045-225507950	0.025	0.025
chr1:-:225511859-225512658	0.025	0.025
chr1:-:225512988-225519298	0.025	0.025
chr1:-:225513986-225514595	0	0
chr1:-:225514633-225517195	0	0
chr1:-:225514663-225517195	0	0
chr1:-:225514663-225519197	0	0
chr1:-:225514900-225519197	0.55	0.55
chr1:-:225519274-225519298	0.025	0.025
chr1:-:225519274-225519322	0.125	0.125
chr1:-:225519415-225519475	0.05	0.05
chr1:-:225519417-225519475	0.025	0.025
chr1:-:225519460-225519490	0.05	0.05
chr1:-:225519460-225519520	0.05	0.05
chr1:-:225567407-225652685	0.025	0.025
chr1:-:225567414-225595207	0	0
chr1:-:225567414-225600207	0.4	0.4
chr1:-:225567414-225652317	0	0
chr1:-:225600362-225652685	0.4	0.4
chr1:-:225615493-225615609	0	0
chr1:-:225620267-225620744	0	0
chr1:-:225652433-225652685	0	0
chr1:-:225846445-225846492	0	0
chr1:-:225846746-225846837	0	0
chr1:-:225848554-225849911	0	0
chr1:-:225848614-225848896	0.025	0.025
chr1:-:225849012-225849094	0	0
chr1:-:225849029-225849911	0	0
chr1:-:225849687-225849771	0	0
chr1:-:225849972-225853696	0.025	0.025
chr1:-:225852763-225853628	0	0
chr1:-:225855935-225856651	0	0
chr1:-:225855940-225859195	0	0
chr1:-:225856738-225859195	0	0
chr1:-:225859349-225859853	0.025	0.025
chr1:-:225860018-225860859	0	0
chr1:-:225860997-225862211	0	0
chr1:-:225862318-225862454	0.05	0.05
chr1:-:225862347-225862454	0.275	0.275
chr1:-:225862351-225862462	0	0
chr1:-:225862525-225867037	0.025	0.025
chr1:-:225862535-225865896	0	0
chr1:-:225862578-225865896	0	0
chr1:-:225865967-225867111	0.025	0.025
chr1:-:225866050-225866573	0	0
chr1:-:225869772-225870274	0	0
chr1:-:225870349-225871075	0.025	0.025
chr1:-:225871113-225871771	0	0
chr1:-:225874335-225877394	0	0
chr1:-:225874338-225877394	0.025	0.025
chr1:-:225877594-225882303	0	0
chr1:-:225879410-225879494	0.075	0.075
chr1:-:225879410-225880582	0.025	0.025
chr1:-:226152607-226154646	0	0
chr1:-:226154725-226159183	0	0
chr1:-:226164813-226165893	0	0
chr1:-:226367602-226370442	0	0
chr1:-:226377227-226379141	0.025	0.025
chr1:-:226379233-226379934	0.025	0.025
chr1:-:226386436-226388655	0.025	0.025
chr1:-:226388736-226402289	0.025	0.025
chr1:-:230838914-230839251	0	0
chr1:-:23317393-23336507	0	0
chr1:-:23333631-23333857	0	0
chr1:-:23337820-23338062	0	0
chr1:-:23337853-23338489	0	0
chr1:-:23381531-23384345	0	0
chr1:-:23387419-23394847	0	0
chr1:-:23392596-23392619	0	0
chr1:-:23392624-23392652	0	0
chr1:-:23394982-23395998	0	0
chr1:-:23400670-23408663	0.025	0.025
chr1:-:23418009-23424564	0.125	0.125
chr1:-:23419139-23419490	0	0
chr1:-:234607852-234608490	0	0
chr1:-:234608494-234608592	0	0
chr1:-:235110575-235111301	0	0
chr1:-:235112106-235113767	0	0
chr1:-:235115726-235115859	0	0
chr1:-:235119842-235122325	0	0
chr1:-:235119883-235122325	0	0
chr1:-:235122372-235127628	0.025	0.025
chr1:-:23558408-23558934	0	0
chr1:-:23559015-23559126	0.05	0.05
chr1:-:235993872-236013410	0	0
chr1:-:235993872-236017147	0	0
chr1:-:236012037-236013410	0.025	0.025
chr1:-:236012043-236024069	0	0
chr1:-:236024210-236025895	0	0
chr1:-:241512095-241513602	0.025	0.025
chr1:-:244418872-244420169	0	0
chr1:-:244418872-244432544	0	0
chr1:-:244432064-244432544	0.025	0.025
chr1:-:244432595-244433371	0.025	0.025
chr1:-:244433496-244436824	0	0
chr1:-:244434878-244435202	0	0
chr1:-:244435555-244435593	0	0
chr1:-:244845675-244846475	0	0
chr1:-:244846706-244855423	0	0
chr1:-:244848856-244854218	0	0
chr1:-:244848856-244854381	0.025	0.025
chr1:-:244853749-244853898	0	0
chr1:-:244855036-244855423	0.1	0.1
chr1:-:244855455-244855488	0.075	0.075
chr1:-:244855557-244855963	0.025	0.025
chr1:-:244856158-244856472	0.05	0.05
chr1:-:244856576-244856727	0.025	0.025
chr1:-:244856576-244857672	0.025	0.025
chr1:-:244856601-244856727	0.05	0.05
chr1:-:244856799-244857597	0.05	0.05
chr1:-:244856838-244857597	0	0
chr1:-:244857717-244858015	0	0
chr1:-:244858805-244860369	0.025	0.025
chr1:-:244858832-244859274	0.025	0.025
chr1:-:244860441-244862476	0.025	0.025
chr1:-:244863761-244863974	0.025	0.025
chr1:-:244863761-244864076	0.075	0.075
chr1:-:244863932-244863974	0.025	0.025
chr1:-:244863932-244864169	0.05	0.05
chr1:-:244864076-244864169	0.025	0.025
chr1:-:25243633-25244423	0	0
chr1:-:25243633-25245136	0	0
chr1:-:25246577-25246727	0.025	0.025
chr1:-:25247025-25247304	0	0
chr1:-:25903738-25904663	0.025	0.025
chr1:-:25903805-25904663	0	0
chr1:-:27404901-27405233	0	0
chr1:-:27428933-27484504	0	0
chr1:-:27475081-27475872	0	0
chr1:-:27477279-27477639	0	0
chr1:-:27489331-27489432	0.05	0.05
chr1:-:27489331-27489523	0.05	0.05
chr1:-:27489432-27489523	0.175	0.175
chr1:-:27666201-27666282	0.05	0.05
chr1:-:27666215-27668225	0.025	0.025
chr1:-:27666756-27668225	0	0
chr1:-:27667419-27668225	0	0
chr1:-:27668366-27668457	0.025	0.025
chr1:-:27668535-27669299	0.05	0.05
chr1:-:27668968-27669028	0.025	0.025
chr1:-:27668992-27669028	0.2	0.2
chr1:-:27668992-27669076	0.025	0.025
chr1:-:27669028-27669100	0	0
chr1:-:27669040-27669064	0.125	0.125
chr1:-:27669040-27669088	0.05	0.05
chr1:-:27669040-27669100	0	0
chr1:-:27669040-27669124	0	0
chr1:-:27669100-27669136	0	0
chr1:-:27669100-27669148	0.075	0.075
chr1:-:27669124-27669148	0.025	0.025
chr1:-:27669124-27669160	0.025	0.025
chr1:-:27669124-27669196	0	0
chr1:-:27669124-27669232	0	0
chr1:-:27669148-27669220	0.025	0.025
chr1:-:27669172-27669196	0.025	0.025
chr1:-:27669196-27669220	0	0
chr1:-:27669340-27672122	0.05	0.05
chr1:-:27669346-27671105	0	0
chr1:-:27671219-27672122	0	0
chr1:-:28201365-28203746	0	0
chr1:-:28203810-28205257	0	0
chr1:-:28208413-28210570	0	0
chr1:-:29148925-29149486	0	0
chr1:-:29154910-29159348	0	0
chr1:-:29160517-29166728	0	0
chr1:-:29165357-29165889	0.05	0.05
chr1:-:29177530-29178013	0	0
chr1:-:29178013-29178457	0.025	0.025
chr1:-:30732557-30732637	0	0
chr1:-:30732594-30732745	0.025	0.025
chr1:-:30739928-30741639	0	0
chr1:-:30739937-30757658	0	0
chr1:-:30742549-30756395	0.05	0.05
chr1:-:31051551-31051627	0	0
chr1:-:31059439-31065688	0.025	0.025
chr1:-:31652743-31652793	0.025	0.025
chr1:-:31653676-31653873	0	0
chr1:-:31653676-31653938	0.025	0.025
chr1:-:31653965-31658945	0.05	0.05
chr1:-:31655384-31658531	0.025	0.025
chr1:-:31656444-31656857	0	0
chr1:-:31658522-31658945	0	0
chr1:-:31661449-31665171	0.05	0.05
chr1:-:31662653-31665171	0	0
chr1:-:31663955-31665171	0.025	0.025
chr1:-:31665215-31672432	0	0
chr1:-:31665618-31665907	0	0
chr1:-:31665916-31668836	0.025	0.025
chr1:-:31666081-31666371	0.05	0.05
chr1:-:31668855-31669307	0	0
chr1:-:31668855-31669548	0.025	0.025
chr1:-:31669400-31669548	0	0
chr1:-:31681655-31682933	0.025	0.025
chr1:-:31682992-31683193	0	0
chr1:-:31683729-31685661	0	0
chr1:-:31684003-31684116	0.1	0.1
chr1:-:31684856-31685068	0.05	0.05
chr1:-:31685133-31685638	0.05	0.05
chr1:-:31686279-31688036	0	0
chr1:-:31688077-31688466	0.05	0.05
chr1:-:31688116-31688466	0	0
chr1:-:31689359-31689740	0	0
chr1:-:31690568-31691187	0	0
chr1:-:31691196-31694143	0	0
chr1:-:31691204-31693117	0	0
chr1:-:31691508-31691597	0	0
chr1:-:31694170-31694374	0	0
chr1:-:31694170-31695102	0.125	0.125
chr1:-:31697300-31699812	0.025	0.025
chr1:-:31698172-31699812	0	0
chr1:-:31698603-31699812	0	0
chr1:-:31698606-31698749	0.175	0.175
chr1:-:31698929-31699812	0.2	0.2
chr1:-:31700115-31701386	0	0
chr1:-:31702227-31703858	0	0
chr1:-:31908833-31908862	0.025	0.025
chr1:-:31908960-31915894	0.025	0.025
chr1:-:31911826-31915890	0.025	0.025
chr1:-:31911826-31937986	0.025	0.025
chr1:-:31915978-31918969	0.025	0.025
chr1:-:31919052-31919315	0	0
chr1:-:31919658-31937553	0	0
chr1:-:31919658-31937754	0	0
chr1:-:31919658-31937756	0	0
chr1:-:31919908-31920225	0	0
chr1:-:31923163-31923588	0	0
chr1:-:32334007-32334110	0	0
chr1:-:32334007-32334947	0.05	0.05
chr1:-:32334035-32334298	0.025	0.025
chr1:-:32334110-32334154	0	0
chr1:-:32334704-32334790	0.025	0.025
chr1:-:32334866-32334967	0	0
chr1:-:32335094-32335946	0	0
chr1:-:32783398-32796458	0.025	0.025
chr1:-:32789993-32790436	0	0
chr1:-:32795680-32796521	0	0
chr1:-:32796169-32796839	0	0
chr1:-:32804258-32804427	0	0
chr1:-:32804335-32804381	0	0
chr1:-:32804381-32804427	0	0
chr1:-:33013141-33021605	0	0
chr1:-:33324190-33324244	0.025	0.025
chr1:-:33325019-33327347	0.075	0.075
chr1:-:33327427-33328869	0.15	0.15
chr1:-:33329104-33330070	0	0
chr1:-:33334292-33349052	0	0
chr1:-:33334292-33349264	0	0
chr1:-:33335706-33336287	0	0
chr1:-:35176474-35177988	0	0
chr1:-:35184593-35186946	0.05	0.05
chr1:-:35187056-35187077	0	0
chr1:-:35188028-35189002	0	0
chr1:-:35188085-35189002	0	0
chr1:-:35188085-35189185	0.025	0.025
chr1:-:35188090-35189021	0	0
chr1:-:35189066-35190712	0.025	0.025
chr1:-:35189070-35189185	0.025	0.025
chr1:-:35189204-35190772	0.025	0.025
chr1:-:35190844-35190937	0	0
chr1:-:35191497-35192221	0.2	0.2
chr1:-:35191500-35192221	0	0
chr1:-:35191519-35192221	0.025	0.025
chr1:-:35191529-35191865	0	0
chr1:-:35192607-35192916	0.15	0.15
chr1:-:35192607-35192945	0	0
chr1:-:35192773-35192996	0.125	0.125
chr1:-:35192806-35192996	0.025	0.025
chr1:-:35603368-35605232	0	0
chr1:-:36461312-36463805	0	0
chr1:-:36463850-36464218	0	0
chr1:-:37493814-37495884	0.025	0.025
chr1:-:37582936-37583693	0.025	0.025
chr1:-:37583781-37583866	0	0
chr1:-:37583933-37590705	0	0
chr1:-:37587495-37588959	0	0
chr1:-:37587495-37590698	0	0
chr1:-:37969729-37976883	0	0
chr1:-:37978827-37979464	0	0
chr1:-:39561798-39562072	0	0
chr1:-:40073323-40073457	0.175	0.175
chr1:-:40073390-40073571	0.025	0.025
chr1:-:40073553-40073657	0.025	0.025
chr1:-:40073619-40073934	0	0
chr1:-:40073672-40073766	0.05	0.05
chr1:-:40078838-40080396	0	0
chr1:-:40091399-40091913	0	0
chr1:-:40092507-40096001	0	0
chr1:-:43167209-43172208	0.025	0.025
chr1:-:43365623-43366158	0	0
chr1:-:43367618-43367914	0	0
chr1:-:45511386-45514506	0	0
chr1:-:45514597-45514872	0.175	0.175
chr1:-:45514597-45518973	0.025	0.025
chr1:-:45514995-45515666	0.025	0.025
chr1:-:45515807-45518973	0	0
chr1:-:45519047-45521634	0	0
chr1:-:45519047-45521828	0.55	0.55
chr1:-:45519054-45521634	0	0
chr1:-:45519054-45521638	0.025	0.025
chr1:-:46043496-46043650	0	0
chr1:-:46055971-46056904	0.05	0.05
chr1:-:46077613-46110653	0	0
chr1:-:46077613-46131846	0	0
chr1:-:46108899-46109775	0	0
chr1:-:46109565-46118637	0.025	0.025
chr1:-:46109603-46125880	0.025	0.025
chr1:-:51792085-51792376	0	0
chr1:-:51812094-51814034	0	0
chr1:-:51823786-51827795	0	0
chr1:-:51825382-51834016	0	0
chr1:-:51827886-51834016	0	0
chr1:-:51834057-51836130	0	0
chr1:-:51834170-51836120	0	0
chr1:-:51840371-51840411	0	0
chr1:-:51840514-51855225	0.025	0.025
chr1:-:51840514-51878661	0	0
chr1:-:51855388-51878274	0	0
chr1:-:51856876-51856998	0	0
chr1:-:54040840-54041723	0.925	0.925
chr1:-:54041799-54043372	0	0
chr1:-:54043525-54052999	0.125	0.125
chr1:-:54045777-54047266	0	0
chr1:-:54047372-54053161	0.025	0.025
chr1:-:54850472-54850522	0.025	0.025
chr1:-:54850650-54850849	0	0
chr1:-:54851245-54851617	0.025	0.025
chr1:-:54851617-54853478	0.025	0.025
chr1:-:54851834-54852195	0	0
chr1:-:54852077-54852195	0.025	0.025
chr1:-:54853540-54871364	0	0
chr1:-:54854234-54871349	0.025	0.025
chr1:-:54871364-54871397	0.025	0.025
chr1:-:58575940-58576184	0.025	0.025
chr1:-:6186816-6192946	0.725	0.725
chr1:-:6186816-6197651	0	0
chr1:-:6193048-6197651	0	0
chr1:-:6197750-6199561	0.025	0.025
chr1:-:67417592-67418057	0	0
chr1:-:67420064-67420167	0.025	0.025
chr1:-:67424277-67424883	0	0
chr1:-:67424959-67426134	0	0
chr1:-:67424959-67426162	0	0
chr1:-:67425140-67426162	0.025	0.025
chr1:-:71065748-71066775	0.1	0.1
chr1:-:71066934-71069266	0	0
chr1:-:71069362-71070788	0	0
chr1:-:71069362-71070818	0	0
chr1:-:71069362-71070832	0	0
chr1:-:71069362-71070838	0	0
chr1:-:71078563-71078655	0	0
chr1:-:77947547-77947812	0.025	0.025
chr1:-:77949295-77955254	0	0
chr1:-:77949300-77951516	0	0
chr1:-:77955326-77956571	0	0
chr1:-:77955329-77956146	0	0
chr1:-:77956695-77960183	0	0
chr1:-:77960356-77960440	0	0
chr1:-:77960495-77962771	0.025	0.025
chr1:-:77964371-77964645	0	0
chr1:-:8352625-8352676	0	0
chr1:-:8352864-8353120	0	0
chr1:-:8358214-8358550	0	0
chr1:-:8358214-8361459	0	0
chr1:-:8359792-8359862	0	0
chr1:-:8360004-8360111	0	0
chr1:-:8360907-8361157	0	0
chr1:-:8422807-8495062	0	0
chr1:-:8423247-8424303	0	0
chr1:-:8446269-8446390	0.025	0.025
chr1:-:8446312-8446433	0	0
chr1:-:8523187-8541213	0	0
chr1:-:8541316-8556474	0.05	0.05
chr1:-:8541318-8551207	0	0
chr1:-:8551356-8556474	0	0
chr1:-:8593502-8600183	0.025	0.025
chr1:-:8601593-8601704	0	0
chr1:-:8614437-8614560	0	0
chr1:-:8614686-8655972	0	0
chr1:-:8646071-8646117	0.075	0.075
chr1:-:8656441-8702513	0	0
chr1:-:8656441-8790605	0	0
chr1:-:86868102-86878604	0.025	0.025
chr1:-:86878672-86880661	0.025	0.025
chr1:-:86880725-86914027	0	0
chr1:-:86899382-86899510	0	0
chr1:-:8861348-8863234	0.025	0.025
chr1:-:8861421-8862886	0.05	0.05
chr1:-:8863327-8865343	0.025	0.025
chr1:-:8864063-8865284	0	0
chr1:-:8864063-8865343	0.05	0.05
chr1:-:8864077-8866278	0	0
chr1:-:8866459-8867116	0.025	0.025
chr1:-:8871927-8871959	0.025	0.025
chr1:-:8874914-8878579	0.75	0.75
chr1:-:8877595-8877749	0	0
chr1:-:89053462-89054681	0	0
chr1:-:89055347-89056015	0	0
chr1:-:89056136-89056853	0	0
chr1:-:89059043-89059174	0	0
chr1:-:89059414-89060246	0	0
chr1:-:89063253-89064700	0	0
chr1:-:89064767-89065159	0.025	0.025
chr1:-:89107052-89109676	0	0
chr1:-:89110266-89112459	0.125	0.125
chr1:-:89114296-89117015	0	0
chr1:-:89117234-89117726	0	0
chr1:-:94897367-94897803	0	0
chr1:-:94898079-94899370	0.025	0.025
chr1:-:94898079-94899486	0.125	0.125
chr1:-:94898083-94899486	0	0
chr1:-:94899397-94901668	0.025	0.025
