chr	source	start	end	strand	enst	symbol	ensg
12	ensembl_havana	91102629	91111494	-	ENST00000266718	LUM	ENSG00000139329
12	havana	91104139	91111439	-	ENST00000546642	LUM	ENSG00000139329
12	havana	91145736	91182824	-	ENST00000552962	DCN	ENSG00000011465
12	havana	91146058	91182805	-	ENST00000547568	DCN	ENSG00000011465
12	havana	91158312	91179355	-	ENST00000550563	DCN	ENSG00000011465
12	ensembl_havana	120438113	120440730	+	ENST00000229379	COX6A1	ENSG00000111775
12	havana	120496113	120498493	+	ENST00000242577	DYNLL1	ENSG00000088986
12	ensembl_havana	49127782	49131395	-	ENST00000336023	TUBA1B	ENSG00000123416
12	havana	49128454	49131395	-	ENST00000550367	TUBA1B	ENSG00000123416
12	ensembl_havana	48935723	48957487	-	ENST00000256682	ARF3	ENSG00000134287
12	ensembl_havana	6789528	6820799	+	ENST00000011653	CD4	ENSG00000010610
12	ensembl_havana	6924463	6942321	+	ENST00000356654	ATN1	ENSG00000111676
12	ensembl_havana	6927959	6942321	+	ENST00000396684	ATN1	ENSG00000111676
12	ensembl_havana	6944022	6946002	+	ENST00000229281	C12orf57	ENSG00000111678
12	havana	6867531	6870948	+	ENST00000396705	TPI1	ENSG00000111669
12	ensembl_havana	76047155	76084666	-	ENST00000393263	NAP1L1	ENSG00000187109
12	ensembl_havana	4273762	4305353	+	ENST00000261254	CCND2	ENSG00000118971
12	ensembl_havana	55757270	55817724	-	ENST00000336133	SARNP	ENSG00000205323
12	ensembl_havana	6766363	6770952	+	ENST00000309083	PTMS	ENSG00000159335
12	havana	57095408	57111362	-	ENST00000300134	STAT6	ENSG00000166888
12	ensembl_havana	123584552	123598582	+	ENST00000262225	TMED2	ENSG00000086598
12	havana	123584598	123586960	+	ENST00000544188	TMED2	ENSG00000086598
12	ensembl_havana	5948877	6124670	-	ENST00000261405	VWF	ENSG00000110799
12	ensembl_havana	108562596	108569368	+	ENST00000311893	ISCU	ENSG00000136003
12	ensembl_havana	53006456	53042215	+	ENST00000262056	EIF4B	ENSG00000063046
12	havana	53006456	53040280	+	ENST00000420463	EIF4B	ENSG00000063046
12	havana	21635342	21657842	-	ENST00000350669	LDHB	ENSG00000111716
12	havana	21635342	21657842	-	ENST00000673047	LDHB	ENSG00000111716
12	ensembl_havana	108645109	108731518	-	ENST00000261401	CORO1C	ENSG00000110880
12	ensembl_havana	118032687	118061179	-	ENST00000315436	WSB2	ENSG00000176871
12	ensembl_havana	55725323	55729009	-	ENST00000257857	CD63	ENSG00000135404
12	havana	55725448	55727128	-	ENST00000552067	CD63	ENSG00000135404
12	ensembl_havana	6384162	6391566	+	ENST00000228918	LTBR	ENSG00000111321
12	ensembl_havana	6200400	6238266	+	ENST00000009180	CD9	ENSG00000010278
12	ensembl_havana	56638175	56645984	-	ENST00000262030	ATP5F1B	ENSG00000110955
12	ensembl_havana	56663349	56688284	-	ENST00000262033	PTGES3	ENSG00000110958
12	havana	56712428	56725286	-	ENST00000678376	NACA	ENSG00000196531
12	ensembl_havana	56712435	56725267	-	ENST00000393891	NACA	ENSG00000196531
12	havana	56713064	56725304	-	ENST00000551775	NACA	ENSG00000196531
12	havana	56713539	56731628	-	ENST00000549855	NACA	ENSG00000196531
12	ensembl_havana	53295542	53299450	+	ENST00000334478	PFDN5	ENSG00000123349
12	ensembl_havana	53380176	53416446	+	ENST00000327443	SP1	ENSG00000185591
12	ensembl_havana	53441734	53446638	+	ENST00000429243	PRR13	ENSG00000205352
12	ensembl_havana	54230942	54280122	-	ENST00000209875	CBX5	ENSG00000094916
12	havana	54325131	54351846	+	ENST00000262061	COPZ1	ENSG00000111481
12	ensembl_havana	6491886	6493262	-	ENST00000229238	MRPL51	ENSG00000111639
12	havana	6492152	6493718	-	ENST00000543959	MRPL51	ENSG00000111639
12	havana	6534517	6538371	+	ENST00000229239	GAPDH	ENSG00000111640
12	ensembl	6536605	6538374	+	ENST00000619601	GAPDH	ENSG00000111640
12	ensembl_havana	6570082	6607379	-	ENST00000544040	CHD4	ENSG00000111642
12	ensembl_havana	6747996	6753141	-	ENST00000203630	MLF2	ENSG00000089693
12	havana	6965327	6970664	-	ENST00000535923	PHB2	ENSG00000215021
12	havana	54280663	54285229	+	ENST00000677375	HNRNPA1	ENSG00000135486
12	havana	54280748	54283878	+	ENST00000547708	HNRNPA1	ENSG00000135486
12	havana	54280748	54287088	+	ENST00000547566	HNRNPA1	ENSG00000135486
12	havana	54280775	54284881	+	ENST00000330752	HNRNPA1	ENSG00000135486
12	havana	54285907	54287051	+	ENST00000551665	HNRNPA1	ENSG00000135486
12	havana	7471180	7502737	-	ENST00000541972	CD163	ENSG00000177575
12	ensembl_havana	64610495	64697564	+	ENST00000542104	RASSF3	ENSG00000153179
12	ensembl_havana	64713449	64759406	-	ENST00000258145	GNS	ENSG00000135677
12	ensembl_havana	103930410	103947926	+	ENST00000299767	HSP90B1	ENSG00000166598
12	ensembl_havana	110434823	110450337	-	ENST00000228825	ARPC3	ENSG00000111229
12	havana	110492921	110502108	-	ENST00000548259	VPS29	ENSG00000111237
12	ensembl_havana	110719680	110742891	-	ENST00000335007	PPP1CC	ENSG00000186298
12	havana	110730525	110742867	-	ENST00000620030	PPP1CC	ENSG00000186298
12	havana	49184795	49189080	-	ENST00000301071	TUBA1A	ENSG00000167552
12	ensembl_havana	113358587	113391629	+	ENST00000280800	PLBD2	ENSG00000151176
12	ensembl_havana	55973913	55994706	+	ENST00000553116	RAB5B	ENSG00000111540
12	havana	56041893	56044223	+	ENST00000552361	RPS26	ENSG00000197728
12	ensembl_havana	56104559	56113910	+	ENST00000303305	PA2G4	ENSG00000170515
12	ensembl_havana	56116590	56117832	+	ENST00000501597	RPL41	ENSG00000229117
12	ensembl_havana	56116633	56117967	+	ENST00000546591	RPL41	ENSG00000229117
12	havana	56116781	56117645	+	ENST00000552314	RPL41	ENSG00000229117
12	havana	56128267	56144674	+	ENST00000394048	ESYT1	ENSG00000139641
12	ensembl_havana	56158359	56161579	+	ENST00000550697	MYL6	ENSG00000092841
12	ensembl_havana	56158362	56161574	+	ENST00000547649	MYL6	ENSG00000092841
12	havana	56158369	56161298	+	ENST00000551589	MYL6	ENSG00000092841
12	havana	56162359	56189483	-	ENST00000550164	SMARCC2	ENSG00000139613
12	ensembl_havana	56271699	56300330	-	ENST00000351328	CS	ENSG00000062485
12	ensembl	123260971	123268254	-	ENST00000618072	CDK2AP1	ENSG00000111328
12	ensembl_havana	122272043	122422632	-	ENST00000537178	CLIP1	ENSG00000130779
12	havana	752593	911300	+	ENST00000535572	WNK1	ENSG00000060237
12	havana	829925	861135	+	ENST00000540360	WNK1	ENSG00000060237
12	ensembl_havana	94971333	95003697	-	ENST00000327772	NDUFA12	ENSG00000184752
12	ensembl_havana	120534356	120577588	+	ENST00000325954	RNF10	ENSG00000022840
12	havana	98593686	98598073	+	ENST00000547534	SLC25A3	ENSG00000075415
12	havana	98593696	98601674	+	ENST00000549338	SLC25A3	ENSG00000075415
12	havana	98599858	98601708	+	ENST00000548480	SLC25A3	ENSG00000075415
12	havana	110292049	110346621	+	ENST00000548169	ATP2A2	ENSG00000174437
12	ensembl_havana	56080165	56103505	+	ENST00000267101	ERBB3	ENSG00000065361
12	ensembl_havana	12891562	12917937	+	ENST00000014914	GPRC5A	ENSG00000013588
12	ensembl_havana	12974870	13000265	-	ENST00000014930	HEBP1	ENSG00000013583
12	havana	49002274	49018776	-	ENST00000548065	PRKAG1	ENSG00000181929
12	ensembl_havana	12717368	12722369	+	ENST00000228872	CDKN1B	ENSG00000111276
12	ensembl_havana	112013426	112023449	+	ENST00000261735	ERP29	ENSG00000089248
12	havana	53452102	53479826	+	ENST00000359282	PCBP2	ENSG00000197111
12	ensembl_havana	53452129	53479832	+	ENST00000359462	PCBP2	ENSG00000197111
12	havana	53452368	53479614	+	ENST00000552296	PCBP2	ENSG00000197111
12	havana	53467723	53479821	+	ENST00000547048	PCBP2	ENSG00000197111
12	havana	53665170	53676083	-	ENST00000394349	ATP5MC2	ENSG00000135390
12	ensembl_havana	52949118	52952906	+	ENST00000388835	KRT18	ENSG00000111057
12	havana	52897191	52905076	-	ENST00000692008	KRT8	ENSG00000170421
12	havana	52899794	52902204	-	ENST00000549176	KRT8	ENSG00000170421
12	ensembl_havana	14774405	14775024	+	ENST00000544848	H2AJ	ENSG00000246705
12	ensembl_havana	14880864	14885854	-	ENST00000539261	MGP	ENSG00000111341
12	havana	14881891	14884245	-	ENST00000545199	MGP	ENSG00000111341
12	ensembl_havana	14881898	14885857	-	ENST00000228938	MGP	ENSG00000111341
12	ensembl_havana	14942031	14961601	-	ENST00000228945	ARHGDIB	ENSG00000111348
12	ensembl_havana	120687149	120701859	+	ENST00000228506	MLEC	ENSG00000110917
12	havana	112405189	112409605	-	ENST00000202773	RPL6	ENSG00000089009
12	havana	123384132	123409353	+	ENST00000402868	KMT5A	ENSG00000183955
12	havana	49227926	49273334	+	ENST00000541364	TUBA1C	ENSG00000167553
12	havana	49265081	49270196	+	ENST00000549183	TUBA1C	ENSG00000167553
12	ensembl_havana	124911646	124914650	-	ENST00000339647	UBC	ENSG00000150991
12	havana	124911646	124915303	-	ENST00000538617	UBC	ENSG00000150991
12	havana	124913035	124914074	-	ENST00000541272	UBC	ENSG00000150991
12	ensembl_havana	55716046	55719703	+	ENST00000548925	BLOC1S1	ENSG00000135441
12	ensembl_havana	14770720	14771131	-	ENST00000539745	H4C16	ENSG00000197837
12	ensembl_havana	130872066	130877678	+	ENST00000543796	RAN	ENSG00000132341
12	havana	130872076	130875784	+	ENST00000535090	RAN	ENSG00000132341
12	havana	130872082	130876234	+	ENST00000541679	RAN	ENSG00000132341
12	ensembl_havana	130872096	130875963	+	ENST00000392367	RAN	ENSG00000132341
12	ensembl_havana	120127202	120194715	-	ENST00000300648	GCN1	ENSG00000089154
12	havana	120196699	120201111	-	ENST00000392514	RPLP0	ENSG00000089157
12	ensembl_havana	120196702	120201107	-	ENST00000313104	RPLP0	ENSG00000089157
12	ensembl_havana	95858952	95866140	+	ENST00000266735	SNRPF	ENSG00000139343
12	ensembl_havana	52233243	52248921	+	ENST00000331817	KRT7	ENSG00000135480
12	havana	52247918	52248925	+	ENST00000549638	KRT7	ENSG00000135480
12	ensembl_havana	56341597	56360107	-	ENST00000314128	STAT2	ENSG00000170581
12	ensembl_havana	6328771	6342076	-	ENST00000162749	TNFRSF1A	ENSG00000067182
12	ensembl_havana	123973215	124015427	+	ENST00000337815	ZNF664	ENSG00000179195
12	havana	124324415	124535603	-	ENST00000404621	NCOR2	ENSG00000196498
12	havana	124372460	124388824	-	ENST00000448614	NCOR2	ENSG00000196498
12	havana	122980681	122982909	+	ENST00000315580	ARL6IP4	ENSG00000182196
12	ensembl_havana	7060515	7071032	+	ENST00000328916	C1S	ENSG00000182326
12	havana	7060718	7071032	+	ENST00000360817	C1S	ENSG00000182326
12	ensembl_havana	2794970	2805423	+	ENST00000001008	FKBP4	ENSG00000004478
12	ensembl_havana	57694132	57721557	+	ENST00000315970	OS9	ENSG00000135506
12	ensembl_havana	48829756	48852163	-	ENST00000308025	DDX23	ENSG00000174243
12	havana	48837292	48852141	-	ENST00000553182	DDX23	ENSG00000174243
12	ensembl_havana	120461672	120469748	-	ENST00000229390	SRSF9	ENSG00000111786
13	ensembl_havana	24420931	24512778	-	ENST00000381989	PARP4	ENSG00000102699
13	havana	30460907	30465242	-	ENST00000399494	HMGB1	ENSG00000189403
13	havana	30461496	30465938	-	ENST00000326004	HMGB1	ENSG00000189403
13	ensembl_havana	37562591	37598750	-	ENST00000379743	POSTN	ENSG00000133110
13	ensembl_havana	37562634	37598758	-	ENST00000379742	POSTN	ENSG00000133110
13	ensembl	37562583	37598844	-	ENST00000541179	POSTN	ENSG00000133110
13	havana	39342892	39603193	-	ENST00000379589	LHFPL6	ENSG00000183722
13	ensembl_havana	27424619	27435823	+	ENST00000381140	GTF3A	ENSG00000122034
13	ensembl_havana	110307284	110513209	+	ENST00000360467	COL4A2	ENSG00000134871
13	ensembl_havana	95677139	95794988	+	ENST00000602402	DNAJC3	ENSG00000102580
13	ensembl_havana	110148963	110307157	-	ENST00000375820	COL4A1	ENSG00000187498
13	havana	110178867	110307157	-	ENST00000649738	COL4A1	ENSG00000187498
13	ensembl_havana	110878540	110915069	-	ENST00000267339	ANKRD10	ENSG00000088448
13	havana	106543327	106568137	-	ENST00000472226	ARGLU1	ENSG00000134884
13	havana	106557106	106567623	-	ENST00000360629	ARGLU1	ENSG00000134884
13	havana	48232612	48261875	+	ENST00000649266	ITM2B	ENSG00000136156
13	havana	48233203	48261388	+	ENST00000378549	ITM2B	ENSG00000136156
13	havana	48233206	48258878	+	ENST00000650479	ITM2B	ENSG00000136156
13	havana	48233599	48261591	+	ENST00000648898	ITM2B	ENSG00000136156
13	ensembl_havana	46125923	46182177	-	ENST00000323076	LCP1	ENSG00000136167
13	ensembl_havana	113820549	113864076	-	ENST00000327773	GAS6	ENSG00000183087
13	ensembl_havana	46771256	46797161	-	ENST00000378720	ESD	ENSG00000139684
13	ensembl_havana	98452159	98521998	-	ENST00000376547	STK24	ENSG00000102572
13	havana	98474861	98577940	-	ENST00000491878	STK24	ENSG00000102572
13	ensembl_havana	76880175	76886405	-	ENST00000377474	KCTD12	ENSG00000178695
13	ensembl_havana	27251558	27256568	+	ENST00000311549	RPL21	ENSG00000122026
13	ensembl_havana	27621892	27623449	+	ENST00000302979	POLR1D	ENSG00000186184
13	ensembl_havana	113297239	113323672	+	ENST00000332556	LAMP1	ENSG00000185896
13	ensembl_havana	113584753	113641473	+	ENST00000375370	TFDP1	ENSG00000198176
13	ensembl_havana	19633659	19673441	+	ENST00000361479	MPHOSPH8	ENSG00000196199
13	havana	28659830	28678199	+	ENST00000697721	POMP	ENSG00000132963
13	ensembl	21140514	21149084	+	ENST00000621421	SAP18	ENSG00000150459
13	havana	45333471	45341183	-	ENST00000530705	TPT1	ENSG00000133112
13	ensembl_havana	45336873	45341212	-	ENST00000379056	TPT1	ENSG00000133112
13	havana	45337198	45341122	-	ENST00000379060	TPT1	ENSG00000133112
13	havana	45338185	45341086	-	ENST00000309246	TPT1	ENSG00000133112
13	ensembl_havana	99501472	99564048	+	ENST00000376387	TM9SF2	ENSG00000125304
14	ensembl_havana	69611596	69715144	+	ENST00000342745	SUSD6	ENSG00000100647
14	ensembl_havana	74498183	74612237	-	ENST00000261978	LTBP2	ENSG00000119681
14	havana	69767112	69769189	+	ENST00000553548	SRSF5	ENSG00000100650
14	havana	69767172	69771642	+	ENST00000556184	SRSF5	ENSG00000100650
14	havana	69770448	69772005	+	ENST00000556647	SRSF5	ENSG00000100650
14	havana	51989615	52004653	+	ENST00000556760	RTRAF	ENSG00000087302
14	havana	52004012	52004692	+	ENST00000553479	RTRAF	ENSG00000087302
14	havana	90256554	90263944	+	ENST00000555679	PSMC1	ENSG00000100764
14	havana	90256578	90272550	+	ENST00000543772	PSMC1	ENSG00000100764
14	ensembl_havana	95535050	95544714	+	ENST00000331334	GLRX5	ENSG00000182512
14	ensembl_havana	92794305	92839947	+	ENST00000163416	GOLGA5	ENSG00000066455
14	ensembl_havana	92703809	92748627	-	ENST00000334869	LGMN	ENSG00000100600
14	ensembl_havana	55580315	55684579	+	ENST00000438792	KTN1	ENSG00000126777
14	ensembl_havana	22564907	22589224	-	ENST00000250498	DAD1	ENSG00000129562
14	ensembl_havana	22871740	22881713	+	ENST00000359591	LRP10	ENSG00000197324
14	ensembl_havana	23025856	23034900	-	ENST00000361611	PSMB5	ENSG00000100804
14	havana	77708103	77717598	+	ENST00000557342	SLIRP	ENSG00000119705
14	ensembl_havana	74881916	74903743	+	ENST00000334220	DLST	ENSG00000119689
14	ensembl_havana	75131469	75176612	-	ENST00000303575	TMED10	ENSG00000170348
14	havana	75134356	75147897	-	ENST00000557670	TMED10	ENSG00000170348
14	havana	75147555	75176612	-	ENST00000555085	TMED10	ENSG00000170348
14	ensembl_havana	94612391	94624053	+	ENST00000393078	SERPINA3	ENSG00000196136
14	havana	103912288	103921529	-	ENST00000286953	ATP5MJ	ENSG00000156411
14	ensembl_havana	74479940	74493305	-	ENST00000555619	NPC2	ENSG00000119655
14	ensembl_havana	77717599	77761156	-	ENST00000261531	SNW1	ENSG00000100603
14	ensembl_havana	20455226	20457767	+	ENST00000216714	APEX1	ENSG00000100823
14	ensembl_havana	20801228	20802844	-	ENST00000397967	RNASE1	ENSG00000129538
14	havana	20801346	20802855	-	ENST00000340900	RNASE1	ENSG00000129538
14	ensembl_havana	21351476	21384019	-	ENST00000216297	SUPT16H	ENSG00000092201
14	havana	103136403	103137432	+	ENST00000561217	TNFAIP2	ENSG00000185215
14	havana	24136194	24138962	+	ENST00000206451	PSME1	ENSG00000092010
14	havana	24143365	24146610	-	ENST00000216802	PSME2	ENSG00000100911
14	havana	24209615	24213488	-	ENST00000347519	CHMP4A	ENSG00000254505
14	ensembl_havana	24216857	24232367	-	ENST00000250495	NEDD8	ENSG00000129559
14	ensembl_havana	58244843	58272004	+	ENST00000216455	PSMA3	ENSG00000100567
14	havana	67360353	67374648	+	ENST00000556724	EIF2S1	ENSG00000134001
14	havana	94378373	94388847	-	ENST00000636712	SERPINA1	ENSG00000197249
14	havana	22836560	22841684	+	ENST00000547074	MMP14	ENSG00000157227
14	ensembl_havana	22836585	22847758	+	ENST00000311852	MMP14	ENSG00000157227
14	havana	92116123	92121706	-	ENST00000605997	NDUFB1	ENSG00000183648
14	ensembl_havana	39175254	39183220	+	ENST00000216832	PNN	ENSG00000100941
14	havana	55051647	55063025	+	ENST00000554364	MAPK1IP1L	ENSG00000168175
14	ensembl_havana	55129252	55145423	+	ENST00000254301	LGALS3	ENSG00000131981
14	havana	23058564	23095136	-	ENST00000605057	ACIN1	ENSG00000100813
14	havana	23058567	23069525	-	ENST00000473758	ACIN1	ENSG00000100813
14	havana	23069033	23071557	-	ENST00000553501	ACIN1	ENSG00000100813
14	ensembl_havana	68874143	68979440	-	ENST00000193403	ACTN1	ENSG00000072110
14	ensembl_havana	96502382	96567116	+	ENST00000216277	PAPOLA	ENSG00000090060
14	ensembl_havana	23321457	23326163	+	ENST00000216727	PABPN1	ENSG00000100836
14	havana	23321457	23326163	+	ENST00000397276	PABPN1	ENSG00000100836
14	ensembl_havana	61695513	61748258	+	ENST00000337138	HIF1A	ENSG00000100644
14	ensembl_havana	105474821	105480162	+	ENST00000329146	CRIP2	ENSG00000182809
14	ensembl_havana	105486886	105488947	+	ENST00000392531	CRIP1	ENSG00000213145
14	havana	94050965	94081202	-	ENST00000555054	DDX24	ENSG00000089737
14	havana	94078966	94081146	-	ENST00000555324	DDX24	ENSG00000089737
14	ensembl_havana	90397029	90408268	+	ENST00000356978	CALM1	ENSG00000198668
14	havana	90397040	90405603	+	ENST00000553630	CALM1	ENSG00000198668
14	havana	90399065	90404965	+	ENST00000663135	CALM1	ENSG00000198668
14	havana	21210556	21265516	-	ENST00000430246	HNRNPC	ENSG00000092199
14	ensembl_havana	21210937	21269425	-	ENST00000557201	HNRNPC	ENSG00000092199
14	havana	21210966	21262677	-	ENST00000556897	HNRNPC	ENSG00000092199
14	havana	21230898	21269423	-	ENST00000553614	HNRNPC	ENSG00000092199
14	ensembl_havana	49893082	49897054	+	ENST00000298316	ARF6	ENSG00000165527
14	havana	35292382	35317493	+	ENST00000261479	PSMA6	ENSG00000100902
14	ensembl_havana	77458093	77469472	+	ENST00000216479	AHSA1	ENSG00000100591
14	ensembl_havana	69380128	69398299	-	ENST00000557016	ERH	ENSG00000100632
14	ensembl_havana	81471547	81533853	-	ENST00000336735	SEL1L	ENSG00000071537
14	ensembl_havana	94110734	94116690	+	ENST00000618863	IFI27	ENSG00000165949
14	ensembl_havana	94110736	94116690	+	ENST00000621160	IFI27	ENSG00000165949
14	havana	94110747	94116447	+	ENST00000618200	IFI27	ENSG00000165949
14	havana	103675564	103679798	+	ENST00000553436	KLC1	ENSG00000126214
14	ensembl_havana	102080742	102087044	-	ENST00000216281	HSP90AA1	ENSG00000080824
14	havana	102082665	102086331	-	ENST00000554401	HSP90AA1	ENSG00000080824
14	ensembl_havana	37589552	37595249	-	ENST00000250448	FOXA1	ENSG00000129514
14	ensembl_havana	45115599	45134481	-	ENST00000396062	FKBP3	ENSG00000100442
14	ensembl_havana	20469406	20477089	+	ENST00000361505	PNP	ENSG00000198805
14	havana	73058532	73120391	+	ENST00000527432	RBM25	ENSG00000119707
14	ensembl_havana	35401513	35404749	-	ENST00000216797	NFKBIA	ENSG00000100906
14	ensembl_havana	49583577	49586380	-	ENST00000245458	RPS29	ENSG00000213741
14	ensembl_havana	49618530	49620626	-	ENST00000298289	RPL36AL	ENSG00000165502
14	ensembl_havana	100333790	100375347	-	ENST00000392882	WARS1	ENSG00000140105
14	ensembl_havana	68787662	68793067	-	ENST00000439696	ZFP36L1	ENSG00000185650
14	havana	100019382	100140117	+	ENST00000544450	EVL	ENSG00000196405
14	ensembl_havana	100065422	100144236	+	ENST00000392920	EVL	ENSG00000196405
14	havana	100140293	100144235	+	ENST00000555848	EVL	ENSG00000196405
14	havana	103334189	103336178	+	ENST00000559249	EIF5	ENSG00000100664
14	havana	103338177	103338824	+	ENST00000559011	EIF5	ENSG00000100664
15	ensembl_havana	39581079	39599466	+	ENST00000260356	THBS1	ENSG00000137801
15	havana	39588848	39589843	+	ENST00000490247	THBS1	ENSG00000137801
15	ensembl_havana	44288719	44415758	+	ENST00000299957	GOLM2	ENSG00000166734
15	havana	58883479	58888422	-	ENST00000558052	SLTM	ENSG00000137776
15	ensembl_havana	65530463	65578349	+	ENST00000261875	HACD3	ENSG00000074696
15	havana	73560834	73633243	-	ENST00000562924	NPTN	ENSG00000156642
15	havana	74920312	74937776	-	ENST00000568517	COX5A	ENSG00000178741
15	havana	74923594	74938066	-	ENST00000564811	COX5A	ENSG00000178741
15	ensembl_havana	74843730	74873365	-	ENST00000268099	SCAMP2	ENSG00000140497
15	ensembl_havana	79311112	79322840	+	ENST00000299705	TMED3	ENSG00000166557
15	ensembl_havana	40035690	40039181	-	ENST00000267884	SRP14	ENSG00000140319
